ATTRIBUTE_SampleNames	ATTRIBUTE_SampleType	Annotated Adduct Features ID	Best Ion	Correlated Features Group ID	G1	G2	G3	G4	G5	G6	GNPSGROUP:ABC_019	GNPSGROUP:ABC_020	GNPSGROUP:ABC_021	GNPSGROUP:ABC_022	GNPSGROUP:ABC_023	GNPSGROUP:ABC_024	GNPSGROUP:ABC_025	GNPSGROUP:ABC_026	GNPSGROUP:ABC_027	GNPSGROUP:ABC_028	GNPSGROUP:ABC_029	GNPSGROUP:ABC_030	GNPSGROUP:ABC_031	GNPSGROUP:ABC_032	GNPSGROUP:ABC_033	GNPSGROUP:ABC_034	GNPSGROUP:ABC_035	GNPSGROUP:ABC_036	GNPSGROUP:ABC_073	GNPSGROUP:ABC_074	GNPSGROUP:ABC_075	GNPSGROUP:ABC_077	GNPSGROUP:ABC_078	GNPSGROUP:ABC_079	GNPSGROUP:ABC_080	GNPSGROUP:ABC_081	GNPSGROUP:ABC_082	GNPSGROUP:ABC_083	GNPSGROUP:ABC_084	GNPSGROUP:ABC_085	GNPSGROUP:ABC_086	GNPSGROUP:ABC_087	GNPSGROUP:ABC_088	GNPSGROUP:ABC_089	GNPSGROUP:ABC_090	GNPSGROUP:ABC_inoculum B_T0	GNPSGROUP:SAMPLE	GNPSLinkout_Cluster	GNPSLinkout_Network	INCHI	LibraryID	MQScore	MS2 Verification Comment	RTConsensus	RTMean	RTStdErr	Smiles	SpectrumID	SumPeakIntensity	UniqueFileSourcesCount	cluster index	componentindex	neutral M mass	number of spectra	parent mass	precursor charge	precursor mass	sum(precursor intensity)
 	 	 	 	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=3d7c083091f1454998cabc9a32ccb721&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"1359","main.cluster index_upperinput":"1359"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=313&task=3d7c083091f1454998cabc9a32ccb721&show=true	N/A	N/A	N/A	 	13.1140	13.1140	0	N/A	N/A	1769101014.387188	36	1359	313	 	36	449.1559	1	449.1559	1769101014.387188
 	 	240.0	[M-2H2O+H]+	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=3d7c083091f1454998cabc9a32ccb721&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"1360","main.cluster index_upperinput":"1360"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=256&task=3d7c083091f1454998cabc9a32ccb721&show=true	N/A	N/A	N/A	 	6.6537	6.6537	0	N/A	N/A	1494658571.991759	35	1360	256	274.1783	35	239.1642	1	239.1642	1494658571.991759
 	 	 	 	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=3d7c083091f1454998cabc9a32ccb721&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"1361","main.cluster index_upperinput":"1361"}	This Node is a Singleton	N/A	N/A	N/A	 	5.6787	5.6787	0	N/A	N/A	1306696102.0552187	35	1361	-1	 	35	697.4768	2	349.2384	1306696102.0552187
 	 	 	 	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=3d7c083091f1454998cabc9a32ccb721&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"1362","main.cluster index_upperinput":"1362"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=146&task=3d7c083091f1454998cabc9a32ccb721&show=true	"InChI=1S/C12H20O7/c1-4-17-9(13)7-12(16,11(15)19-6-3)8-10(14)18-5-2/h16H,4-8H2,1-3H3"	0055_Triethylcitrate	0.893653	 	6.9751	6.9751	0	CCOC(=O)CC(O)(CC(=O)OCC)C(=O)OCC	CCMSLIB00000579680	1772581926.3312147	36	1362	146	 	36	277.1283	1	277.1283	1772581926.3312147
 	 	 	 	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=3d7c083091f1454998cabc9a32ccb721&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"1363","main.cluster index_upperinput":"1363"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=107&task=3d7c083091f1454998cabc9a32ccb721&show=true	N/A	N/A	N/A	 	7.0277	7.0277	0	N/A	N/A	3666749813.091476	36	1363	107	 	36	734.4534	1	734.4534	3666749813.091476
 	 	 	 	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=3d7c083091f1454998cabc9a32ccb721&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"1364","main.cluster index_upperinput":"1364"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=11&task=3d7c083091f1454998cabc9a32ccb721&show=true	N/A	N/A	N/A	 	10.7078	10.7078	0	N/A	N/A	6954644239.642589	36	1364	11	 	36	319.2091	1	319.2091	6954644239.642589
 	 	 	 	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=3d7c083091f1454998cabc9a32ccb721&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"1366","main.cluster index_upperinput":"1366"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=720&task=3d7c083091f1454998cabc9a32ccb721&show=true	N/A	N/A	N/A	 	4.7653	4.7653	0	N/A	N/A	2239084370.8394794	36	1366	720	 	36	399.2589	1	399.2589	2239084370.8394794
 	 	 	 	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=3d7c083091f1454998cabc9a32ccb721&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"1367","main.cluster index_upperinput":"1367"}	This Node is a Singleton	N/A	N/A	N/A	 	5.7416	5.7416	0	N/A	N/A	884622172.9343679	36	1367	-1	 	36	278.1963	1	278.1963	884622172.9343679
 	 	 	 	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=3d7c083091f1454998cabc9a32ccb721&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"1368","main.cluster index_upperinput":"1368"}	This Node is a Singleton	N/A	N/A	N/A	 	8.9146	8.9146	0	N/A	N/A	1100689930.2130554	35	1368	-1	 	35	219.0653	1	219.0653	1100689930.2130554
 	 	 	 	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=3d7c083091f1454998cabc9a32ccb721&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"1369","main.cluster index_upperinput":"1369"}	This Node is a Singleton	N/A	N/A	N/A	 	7.4471	7.4471	0	N/A	N/A	1686183352.4904234	36	1369	-1	 	36	208.1332	1	208.1332	1686183352.4904234
 	 	334.0	[M+NH4]+	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=3d7c083091f1454998cabc9a32ccb721&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"1370","main.cluster index_upperinput":"1370"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=73&task=3d7c083091f1454998cabc9a32ccb721&show=true	N/A	N/A	N/A	 	7.8551	7.8551	0	N/A	N/A	1547096655.6979432	35	1370	73	404.2054	35	422.2389	1	422.2389	1547096655.6979432
 	 	 	 	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=3d7c083091f1454998cabc9a32ccb721&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"1371","main.cluster index_upperinput":"1371"}	This Node is a Singleton	N/A	N/A	N/A	 	10.4696	10.4696	0	N/A	N/A	649893189.8220034	36	1371	-1	 	36	486.3427	1	486.3427	649893189.8220034
 	 	20.0	[M+H]+	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=3d7c083091f1454998cabc9a32ccb721&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"1372","main.cluster index_upperinput":"1372"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=116&task=3d7c083091f1454998cabc9a32ccb721&show=true	N/A	N/A	N/A	 	1.0578	1.0578	0	N/A	N/A	3311468469.0499477	35	1372	116	150.0893	35	151.0966	1	151.0966	3311468469.0499477
 	 	 	 	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=3d7c083091f1454998cabc9a32ccb721&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"1373","main.cluster index_upperinput":"1373"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=445&task=3d7c083091f1454998cabc9a32ccb721&show=true	1S/C11H21NO3/c1-4-6-8-12(10(3)13)9-7-11(14)15-5-2/h4-9H2,1-3H3	Massbank:LU119202 Ethyl 3-(N-butylacetamido)propionate|Ethyl butylacetylaminopropionate|ethyl 3-[acetyl(butyl)amino]propanoate	0.970794	 	7.0357	7.0357	0	CCCCN(CCC(=O)OCC)C(C)=O	CCMSLIB00005766331	1267913812.0263448	36	1373	445	 	36	216.1595	1	216.1595	1267913812.0263448
 	 	 	 	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=3d7c083091f1454998cabc9a32ccb721&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"1374","main.cluster index_upperinput":"1374"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=59&task=3d7c083091f1454998cabc9a32ccb721&show=true	N/A	N/A	N/A	 	9.9223	9.9223	0	N/A	N/A	14108048346.907745	35	1374	59	 	35	316.2999	1	316.2999	14108048346.907745
 	 	452.0	[2M-H2O+NH4]+	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=3d7c083091f1454998cabc9a32ccb721&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"1375","main.cluster index_upperinput":"1375"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=73&task=3d7c083091f1454998cabc9a32ccb721&show=true	N/A	N/A	N/A	 	9.9145	9.9145	0	N/A	N/A	709366173.1102868	28	1375	73	418.2203	28	836.4636	1	836.4636	709366173.1102868
 	 	 	 	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=3d7c083091f1454998cabc9a32ccb721&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"1376","main.cluster index_upperinput":"1376"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=720&task=3d7c083091f1454998cabc9a32ccb721&show=true	N/A	N/A	N/A	 	4.9740	4.9740	0	N/A	N/A	1355956842.3493905	35	1376	720	 	35	443.2852	1	443.2852	1355956842.3493905
 	 	470.0	[M+NH4]+	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=3d7c083091f1454998cabc9a32ccb721&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"1378","main.cluster index_upperinput":"1378"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=5&task=3d7c083091f1454998cabc9a32ccb721&show=true	N/A	N/A	N/A	 	10.4443	10.4443	0	N/A	N/A	1661633057.3331203	36	1378	5	290.2463	36	308.2796	1	308.2796	1661633057.3331203
 	 	 	 	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=3d7c083091f1454998cabc9a32ccb721&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"1379","main.cluster index_upperinput":"1379"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=857&task=3d7c083091f1454998cabc9a32ccb721&show=true	N/A	N/A	N/A	 	4.7722	4.7722	0	N/A	N/A	3827257162.9367924	36	1379	857	 	36	416.2855	1	416.2855	3827257162.9367924
 	 	 	 	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=3d7c083091f1454998cabc9a32ccb721&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"1380","main.cluster index_upperinput":"1380"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=20&task=3d7c083091f1454998cabc9a32ccb721&show=true	N/A	N/A	N/A	 	10.5026	10.5026	0	N/A	N/A	2441779239.964285	36	1380	20	 	36	400.3059	1	400.3059	2441779239.964285
 	 	389.0	[M+K]+	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=3d7c083091f1454998cabc9a32ccb721&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"1381","main.cluster index_upperinput":"1381"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=11&task=3d7c083091f1454998cabc9a32ccb721&show=true	N/A	N/A	N/A	 	8.8419	8.8419	0	N/A	N/A	624075493.5987592	36	1381	11	432.2362	36	471.1998	1	471.1998	624075493.5987592
 	 	 	 	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=3d7c083091f1454998cabc9a32ccb721&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"1382","main.cluster index_upperinput":"1382"}	This Node is a Singleton	N/A	N/A	N/A	 	7.1588	7.1588	0	N/A	N/A	2557711686.2387676	36	1382	-1	 	36	839.5401	2	420.2701	2557711686.2387676
 	 	 	 	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=3d7c083091f1454998cabc9a32ccb721&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"1385","main.cluster index_upperinput":"1385"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=20&task=3d7c083091f1454998cabc9a32ccb721&show=true	N/A	N/A	N/A	 	10.7836	10.7836	0	N/A	N/A	1569292871.4329267	36	1385	20	 	36	458.3477	1	458.3477	1569292871.4329267
 	 	 	 	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=3d7c083091f1454998cabc9a32ccb721&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"1387","main.cluster index_upperinput":"1387"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=107&task=3d7c083091f1454998cabc9a32ccb721&show=true	N/A	N/A	N/A	 	8.3778	8.3778	0	N/A	N/A	2500797059.943087	35	1387	107	 	35	524.3061	1	524.3061	2500797059.943087
 	 	 	 	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=3d7c083091f1454998cabc9a32ccb721&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"1388","main.cluster index_upperinput":"1388"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=12&task=3d7c083091f1454998cabc9a32ccb721&show=true	N/A	N/A	N/A	 	6.1044	6.1044	0	N/A	N/A	1582650292.3790643	35	1388	12	 	35	856.5476	1	856.5476	1582650292.3790643
 	 	 	 	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=3d7c083091f1454998cabc9a32ccb721&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"1389","main.cluster index_upperinput":"1389"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=11&task=3d7c083091f1454998cabc9a32ccb721&show=true	N/A	N/A	N/A	 	10.9188	10.9188	0	N/A	N/A	4528964455.601791	35	1389	11	 	35	333.2247	1	333.2247	4528964455.601791
 	 	 	 	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=3d7c083091f1454998cabc9a32ccb721&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"1392","main.cluster index_upperinput":"1392"}	This Node is a Singleton	N/A	N/A	N/A	 	7.0937	7.0937	0	N/A	N/A	2429198961.7020864	35	1392	-1	 	35	795.5124	2	398.2562	2429198961.7020864
 	 	 	 	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=3d7c083091f1454998cabc9a32ccb721&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"1393","main.cluster index_upperinput":"1393"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=11&task=3d7c083091f1454998cabc9a32ccb721&show=true	N/A	N/A	N/A	 	10.0280	10.0280	0	N/A	N/A	8284101235.942759	35	1393	11	 	35	279.1778	1	279.1778	8284101235.942759
 	 	 	 	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=3d7c083091f1454998cabc9a32ccb721&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"1394","main.cluster index_upperinput":"1394"}	This Node is a Singleton	N/A	N/A	N/A	 	7.2206	7.2206	0	N/A	N/A	2533501638.917945	35	1394	-1	 	35	883.5654	2	442.2827	2533501638.917945
 	 	 	 	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=3d7c083091f1454998cabc9a32ccb721&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"1395","main.cluster index_upperinput":"1395"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=552&task=3d7c083091f1454998cabc9a32ccb721&show=true	N/A	N/A	N/A	 	10.4399	10.4399	0	N/A	N/A	1078317650.064093	36	1395	552	 	36	352.3066	1	352.3066	1078317650.064093
