Plate Name,Experiment Name,Specimen Name,Sample Name,Workspace Name,Plot Name,Gate Name,X Parameter,Y Parameter,Event Count,% Parent,% Total,Mean X,Mean Y,Median X,Median Y,Std. Dev. X,Std. Dev. Y,% C.V. X,% C.V. Y,Concentration
abcDOM.SYBR.NOV.15.Plate.I,Experiment,Samples,A4,Default,SSC-H vs BL1-H,SYBR Polygon,SSC-H,BL1-H,"16,295","72.648239%","72.648239%","2,424.294678","134,620.968750",Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,"332.551020"
abcDOM.SYBR.NOV.15.Plate.I,Experiment,Samples,A4,Default,VL3-H vs BL1-H,Syn+PicoEuks?,VL3-H,BL1-H,"21","0.093625%","0.093625%","7,239.856934","66,763.234375",Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,"0.428571"
abcDOM.SYBR.NOV.15.Plate.I,Experiment,Samples,A5,Default,Global,All Events,Global,Global,"11,043","100.000000%","100.000000%","0.000000","0.000000",Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,"225.367347"
abcDOM.SYBR.NOV.15.Plate.I,Experiment,Samples,A5,Default,SSC-H vs BL1-H,SYBR Polygon,SSC-H,BL1-H,"7,838","70.977090%","70.977090%","2,094.424072","165,723.390625",Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,"159.959184"
abcDOM.SYBR.NOV.15.Plate.I,Experiment,Samples,A5,Default,VL3-H vs BL1-H,Syn+PicoEuks?,VL3-H,BL1-H,"18","0.162999%","0.162999%","8,353.833008","76,816.390625",Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,"0.367347"
abcDOM.SYBR.NOV.15.Plate.I,Experiment,Samples,A6,Default,Global,All Events,Global,Global,"8,396","100.000000%","100.000000%","0.000000","0.000000",Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,"171.346939"
abcDOM.SYBR.NOV.15.Plate.I,Experiment,Samples,A6,Default,SSC-H vs BL1-H,SYBR Polygon,SSC-H,BL1-H,"6,154","73.296808%","73.296808%","1,762.813477","171,741.687500",Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,"125.591837"
abcDOM.SYBR.NOV.15.Plate.I,Experiment,Samples,A6,Default,VL3-H vs BL1-H,Syn+PicoEuks?,VL3-H,BL1-H,"13","0.154836%","0.154836%","8,786.769531","60,637.308594",Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,"0.265306"
abcDOM.SYBR.NOV.15.Plate.I,Experiment,Samples,A7,Default,Global,All Events,Global,Global,"7,971","100.000000%","100.000000%","0.000000","0.000000",Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,"162.673469"
abcDOM.SYBR.NOV.15.Plate.I,Experiment,Samples,A7,Default,SSC-H vs BL1-H,SYBR Polygon,SSC-H,BL1-H,"5,866","73.591770%","73.591770%","1,744.536865","175,553.109375",Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,"119.714286"
abcDOM.SYBR.NOV.15.Plate.I,Experiment,Samples,A7,Default,VL3-H vs BL1-H,Syn+PicoEuks?,VL3-H,BL1-H,"9","0.112909%","0.112909%","5,934.444336","72,301.109375",Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,"0.183673"
abcDOM.SYBR.NOV.15.Plate.I,Experiment,Samples,A8,Default,Global,All Events,Global,Global,"9,241","100.000000%","100.000000%","0.000000","0.000000",Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,"188.591837"
abcDOM.SYBR.NOV.15.Plate.I,Experiment,Samples,A8,Default,SSC-H vs BL1-H,SYBR Polygon,SSC-H,BL1-H,"6,601","71.431663%","71.431663%","1,776.181030","167,426.437500",Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,"134.714286"
abcDOM.SYBR.NOV.15.Plate.I,Experiment,Samples,A8,Default,VL3-H vs BL1-H,Syn+PicoEuks?,VL3-H,BL1-H,"12","0.129856%","0.129856%","7,841.750000","67,675.835938",Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,"0.244898"
abcDOM.SYBR.NOV.15.Plate.I,Experiment,Samples,A9,Default,Global,All Events,Global,Global,"8,263","100.000000%","100.000000%","0.000000","0.000000",Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,"165.260000"
abcDOM.SYBR.NOV.15.Plate.I,Experiment,Samples,A9,Default,SSC-H vs BL1-H,SYBR Polygon,SSC-H,BL1-H,"5,949","71.995643%","71.995643%","1,905.971069","164,288.890625",Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,"118.980000"
abcDOM.SYBR.NOV.15.Plate.I,Experiment,Samples,A9,Default,VL3-H vs BL1-H,Syn+PicoEuks?,VL3-H,BL1-H,"11","0.133124%","0.133124%","8,830.454102","78,516.726563",Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,"0.220000"
abcDOM.SYBR.NOV.15.Plate.I,Experiment,Samples,A10,Default,Global,All Events,Global,Global,"10,224","100.000000%","100.000000%","0.000000","0.000000",Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,"208.653061"
abcDOM.SYBR.NOV.15.Plate.I,Experiment,Samples,A10,Default,SSC-H vs BL1-H,SYBR Polygon,SSC-H,BL1-H,"6,906","67.546948%","67.546948%","1,944.301025","162,524.515625",Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,"140.938776"
abcDOM.SYBR.NOV.15.Plate.I,Experiment,Samples,A10,Default,VL3-H vs BL1-H,Syn+PicoEuks?,VL3-H,BL1-H,"14","0.136933%","0.136933%","6,139.071289","63,835.785156",Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,"0.285714"
abcDOM.SYBR.NOV.15.Plate.I,Experiment,Samples,A11,Default,Global,All Events,Global,Global,"11,258","100.000000%","100.000000%","0.000000","0.000000",Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,"229.755102"
abcDOM.SYBR.NOV.15.Plate.I,Experiment,Samples,A11,Default,SSC-H vs BL1-H,SYBR Polygon,SSC-H,BL1-H,"8,527","75.741695%","75.741695%","2,748.343750","181,491.593750",Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,"174.020408"
abcDOM.SYBR.NOV.15.Plate.I,Experiment,Samples,A11,Default,VL3-H vs BL1-H,Syn+PicoEuks?,VL3-H,BL1-H,"16","0.142121%","0.142121%","6,122.000000","57,516.875000",Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,"0.326531"
abcDOM.SYBR.NOV.15.Plate.I,Experiment,Samples,A12,Default,Global,All Events,Global,Global,"10,050","100.000000%","100.000000%","0.000000","0.000000",Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,"201.000000"
abcDOM.SYBR.NOV.15.Plate.I,Experiment,Samples,A12,Default,SSC-H vs BL1-H,SYBR Polygon,SSC-H,BL1-H,"7,436","73.990050%","73.990050%","2,187.475342","165,926.843750",Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,"148.720000"
abcDOM.SYBR.NOV.15.Plate.I,Experiment,Samples,A12,Default,VL3-H vs BL1-H,Syn+PicoEuks?,VL3-H,BL1-H,"25","0.248756%","0.248756%","7,610.479980","73,832.398438",Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,"0.500000"
abcDOM.SYBR.NOV.15.Plate.I,Experiment,Samples,B1,Default,Global,All Events,Global,Global,"9,512","100.000000%","100.000000%","0.000000","0.000000",Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,"194.122449"
abcDOM.SYBR.NOV.15.Plate.I,Experiment,Samples,B1,Default,SSC-H vs BL1-H,SYBR Polygon,SSC-H,BL1-H,"7,108","74.726661%","74.726661%","2,018.865845","170,478.312500",Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,"145.061224"
abcDOM.SYBR.NOV.15.Plate.I,Experiment,Samples,B1,Default,VL3-H vs BL1-H,Syn+PicoEuks?,VL3-H,BL1-H,"13","0.136669%","0.136669%","6,756.153809","69,967.078125",Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,"0.265306"
abcDOM.SYBR.NOV.15.Plate.I,Experiment,Samples,B2,Samples B2,Global,All Events,Global,Global,"17,899","100.000000%","100.000000%","0.000000","0.000000",Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,"365.285714"
abcDOM.SYBR.NOV.15.Plate.I,Experiment,Samples,B2,Samples B2,SSC-H vs BL1-H,SYBR Polygon,SSC-H,BL1-H,"10,184","56.897033%","56.897033%","1,891.395264","163,929.812500",Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,"207.836735"
abcDOM.SYBR.NOV.15.Plate.I,Experiment,Samples,B2,Samples B2,VL3-H vs BL1-H,Syn+PicoEuks?,VL3-H,BL1-H,"13","0.072630%","0.072630%","8,707.692383","62,100.617188",Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,"0.265306"
abcDOM.SYBR.NOV.15.Plate.I,Experiment,Samples,B3,Default,Global,All Events,Global,Global,"8,908","100.000000%","100.000000%","0.000000","0.000000",Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,"181.795918"
abcDOM.SYBR.NOV.15.Plate.I,Experiment,Samples,B3,Default,SSC-H vs BL1-H,SYBR Polygon,SSC-H,BL1-H,"6,428","72.159856%","72.159856%","1,858.318970","168,777.218750",Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,"131.183673"
abcDOM.SYBR.NOV.15.Plate.I,Experiment,Samples,B3,Default,VL3-H vs BL1-H,Syn+PicoEuks?,VL3-H,BL1-H,"26","0.291872%","0.291872%","7,894.653809","72,337.765625",Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,"0.530612"
abcDOM.SYBR.NOV.15.Plate.I,Experiment,Samples,B4,Default,Global,All Events,Global,Global,"9,067","100.000000%","100.000000%","0.000000","0.000000",Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,"185.040816"
abcDOM.SYBR.NOV.15.Plate.I,Experiment,Samples,B4,Default,SSC-H vs BL1-H,SYBR Polygon,SSC-H,BL1-H,"6,367","70.221683%","70.221683%","1,716.301758","156,320.390625",Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,"129.938776"
abcDOM.SYBR.NOV.15.Plate.I,Experiment,Samples,B4,Default,VL3-H vs BL1-H,Syn+PicoEuks?,VL3-H,BL1-H,"12","0.132348%","0.132348%","7,754.416504","65,487.082031",Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,"0.244898"
abcDOM.SYBR.NOV.15.Plate.I,Experiment,Samples,B5,Default,Global,All Events,Global,Global,"9,625","100.000000%","100.000000%","0.000000","0.000000",Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,"196.428571"
abcDOM.SYBR.NOV.15.Plate.I,Experiment,Samples,B5,Default,SSC-H vs BL1-H,SYBR Polygon,SSC-H,BL1-H,"6,814","70.794805%","70.794805%","1,763.307617","161,944.093750",Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,"139.061224"
abcDOM.SYBR.NOV.15.Plate.I,Experiment,Samples,B5,Default,VL3-H vs BL1-H,Syn+PicoEuks?,VL3-H,BL1-H,"10","0.103896%","0.103896%","7,368.399902","76,427.398438",Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,"0.204082"
abcDOM.SYBR.NOV.15.Plate.I,Experiment,Samples,B6,Default,Global,All Events,Global,Global,"8,954","100.000000%","100.000000%","0.000000","0.000000",Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,"179.080000"
abcDOM.SYBR.NOV.15.Plate.I,Experiment,Samples,B6,Default,SSC-H vs BL1-H,SYBR Polygon,SSC-H,BL1-H,"6,986","78.020996%","78.020996%","2,121.895752","187,139.484375",Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,"139.720000"
abcDOM.SYBR.NOV.15.Plate.I,Experiment,Samples,B6,Default,VL3-H vs BL1-H,Syn+PicoEuks?,VL3-H,BL1-H,"13","0.145187%","0.145187%","6,360.000000","75,918.460938",Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,"0.260000"
abcDOM.SYBR.NOV.15.Plate.I,Experiment,Samples,B7,Default,Global,All Events,Global,Global,"11,176","100.000000%","100.000000%","0.000000","0.000000",Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,"228.081633"
abcDOM.SYBR.NOV.15.Plate.I,Experiment,Samples,B7,Default,SSC-H vs BL1-H,SYBR Polygon,SSC-H,BL1-H,"8,393","75.098425%","75.098425%","1,917.634155","188,027.578125",Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,"171.285714"
abcDOM.SYBR.NOV.15.Plate.I,Experiment,Samples,B7,Default,VL3-H vs BL1-H,Syn+PicoEuks?,VL3-H,BL1-H,"13","0.116321%","0.116321%","8,321.077148","78,147.382813",Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,"0.265306"
abcDOM.SYBR.NOV.15.Plate.I,Experiment,Samples,B8,Default,Global,All Events,Global,Global,"13,189","100.000000%","100.000000%","0.000000","0.000000",Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,"263.780000"
abcDOM.SYBR.NOV.15.Plate.I,Experiment,Samples,B8,Default,SSC-H vs BL1-H,SYBR Polygon,SSC-H,BL1-H,"9,833","74.554553%","74.554553%","2,184.006836","162,531.937500",Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,"196.660000"
abcDOM.SYBR.NOV.15.Plate.I,Experiment,Samples,B8,Default,VL3-H vs BL1-H,Syn+PicoEuks?,VL3-H,BL1-H,"9","0.068239%","0.068239%","10,178.222656","86,901.335938",Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,"0.180000"
abcDOM.SYBR.NOV.15.Plate.I,Experiment,Samples,B9,Default,Global,All Events,Global,Global,"11,504","100.000000%","100.000000%","0.000000","0.000000",Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,"234.775510"
abcDOM.SYBR.NOV.15.Plate.I,Experiment,Samples,B9,Default,SSC-H vs BL1-H,SYBR Polygon,SSC-H,BL1-H,"8,711","75.721488%","75.721488%","2,368.475586","202,960.703125",Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,"177.775510"
abcDOM.SYBR.NOV.15.Plate.I,Experiment,Samples,B9,Default,VL3-H vs BL1-H,Syn+PicoEuks?,VL3-H,BL1-H,"11","0.095619%","0.095619%","6,935.090820","90,852.273438",Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,"0.224490"
abcDOM.SYBR.NOV.15.Plate.I,Experiment,Samples,B10,Default,Global,All Events,Global,Global,"11,678","100.000000%","100.000000%","0.000000","0.000000",Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,"238.326531"
abcDOM.SYBR.NOV.15.Plate.I,Experiment,Samples,B10,Default,SSC-H vs BL1-H,SYBR Polygon,SSC-H,BL1-H,"8,810","75.441000%","75.441000%","2,113.780273","189,882.140625",Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,"179.795918"
abcDOM.SYBR.NOV.15.Plate.I,Experiment,Samples,B10,Default,VL3-H vs BL1-H,Syn+PicoEuks?,VL3-H,BL1-H,"17","0.145573%","0.145573%","9,828.176758","79,282.179688",Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,"0.346939"
abcDOM.SYBR.NOV.15.Plate.I,Experiment,Samples,B11,Default,Global,All Events,Global,Global,"8,780","100.000000%","100.000000%","0.000000","0.000000",Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,"179.183673"
abcDOM.SYBR.NOV.15.Plate.I,Experiment,Samples,B11,Default,SSC-H vs BL1-H,SYBR Polygon,SSC-H,BL1-H,"6,491","73.929385%","73.929385%","1,699.582153","185,069.125000",Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,"132.469388"
abcDOM.SYBR.NOV.15.Plate.I,Experiment,Samples,B11,Default,VL3-H vs BL1-H,Syn+PicoEuks?,VL3-H,BL1-H,"12","0.136674%","0.136674%","6,976.083496","73,246.000000",Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,"0.244898"
abcDOM.SYBR.NOV.15.Plate.I,Experiment,Samples,B12,Default,Global,All Events,Global,Global,"9,502","100.000000%","100.000000%","0.000000","0.000000",Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,"190.040000"
abcDOM.SYBR.NOV.15.Plate.I,Experiment,Samples,B12,Default,SSC-H vs BL1-H,SYBR Polygon,SSC-H,BL1-H,"7,159","75.342033%","75.342033%","1,710.758057","185,497.781250",Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,"143.180000"
abcDOM.SYBR.NOV.15.Plate.I,Experiment,Samples,B12,Default,VL3-H vs BL1-H,Syn+PicoEuks?,VL3-H,BL1-H,"4","0.042096%","0.042096%","6,029.250000","49,638.750000",Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,"0.080000"
abcDOM.SYBR.NOV.15.Plate.I,Experiment,Samples,C1,Default,Global,All Events,Global,Global,"10,542","100.000000%","100.000000%","0.000000","0.000000",Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,"215.142857"
abcDOM.SYBR.NOV.15.Plate.I,Experiment,Samples,C1,Default,SSC-H vs BL1-H,SYBR Polygon,SSC-H,BL1-H,"8,190","77.689243%","77.689243%","1,760.805176","168,938.343750",Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,"167.142857"
abcDOM.SYBR.NOV.15.Plate.I,Experiment,Samples,C1,Default,VL3-H vs BL1-H,Syn+PicoEuks?,VL3-H,BL1-H,"10","0.094859%","0.094859%","6,372.500000","54,890.800781",Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,"0.204082"
abcDOM.SYBR.NOV.15.Plate.I,Experiment,Samples,C2,Default,Global,All Events,Global,Global,"9,415","100.000000%","100.000000%","0.000000","0.000000",Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,"192.142857"
abcDOM.SYBR.NOV.15.Plate.I,Experiment,Samples,C2,Default,SSC-H vs BL1-H,SYBR Polygon,SSC-H,BL1-H,"6,832","72.565056%","72.565056%","1,821.172852","164,283.046875",Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,"139.428571"
abcDOM.SYBR.NOV.15.Plate.I,Experiment,Samples,C2,Default,VL3-H vs BL1-H,Syn+PicoEuks?,VL3-H,BL1-H,"15","0.159320%","0.159320%","11,798.799805","87,482.203125",Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,"0.306122"
abcDOM.SYBR.NOV.15.Plate.I,Experiment,Samples,C3,Default,Global,All Events,Global,Global,"9,420","100.000000%","100.000000%","0.000000","0.000000",Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,"192.244898"
abcDOM.SYBR.NOV.15.Plate.I,Experiment,Samples,C3,Default,SSC-H vs BL1-H,SYBR Polygon,SSC-H,BL1-H,"6,625","70.329087%","70.329087%","1,764.525635","167,579.828125",Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,"135.204082"
abcDOM.SYBR.NOV.15.Plate.I,Experiment,Samples,C3,Default,VL3-H vs BL1-H,Syn+PicoEuks?,VL3-H,BL1-H,"10","0.106157%","0.106157%","7,054.500000","76,197.398438",Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,"0.204082"
abcDOM.SYBR.NOV.15.Plate.I,Experiment,Samples,C4,Default,Global,All Events,Global,Global,"10,076","100.000000%","100.000000%","0.000000","0.000000",Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,"205.632653"
abcDOM.SYBR.NOV.15.Plate.I,Experiment,Samples,C4,Default,SSC-H vs BL1-H,SYBR Polygon,SSC-H,BL1-H,"8,146","80.845574%","80.845574%","2,881.973633","195,134.484375",Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,"166.244898"
abcDOM.SYBR.NOV.15.Plate.I,Experiment,Samples,C4,Default,VL3-H vs BL1-H,Syn+PicoEuks?,VL3-H,BL1-H,"10","0.099246%","0.099246%","8,949.099609","73,140.898438",Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,"0.204082"
abcDOM.SYBR.NOV.15.Plate.I,Experiment,Samples,C5,Default,Global,All Events,Global,Global,"12,968","100.000000%","100.000000%","0.000000","0.000000",Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,"259.360000"
abcDOM.SYBR.NOV.15.Plate.I,Experiment,Samples,C5,Default,SSC-H vs BL1-H,SYBR Polygon,SSC-H,BL1-H,"9,455","72.910241%","72.910241%","2,248.211426","171,621.562500",Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,"189.100000"
abcDOM.SYBR.NOV.15.Plate.I,Experiment,Samples,C5,Default,VL3-H vs BL1-H,Syn+PicoEuks?,VL3-H,BL1-H,"28","0.215916%","0.215916%","6,701.106934","87,383.789063",Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,"0.560000"
abcDOM.SYBR.NOV.15.Plate.I,Experiment,Samples,C6,Default,Global,All Events,Global,Global,"11,074","100.000000%","100.000000%","0.000000","0.000000",Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,"221.480000"
abcDOM.SYBR.NOV.15.Plate.I,Experiment,Samples,C6,Default,SSC-H vs BL1-H,SYBR Polygon,SSC-H,BL1-H,"8,452","76.322919%","76.322919%","2,020.185425","182,693.484375",Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,"169.040000"
abcDOM.SYBR.NOV.15.Plate.I,Experiment,Samples,C6,Default,VL3-H vs BL1-H,Syn+PicoEuks?,VL3-H,BL1-H,"6","0.054181%","0.054181%","6,353.166504","71,091.500000",Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,"0.120000"
abcDOM.SYBR.NOV.15.Plate.I,Experiment,Samples,C7,Default,Global,All Events,Global,Global,"12,503","100.000000%","100.000000%","0.000000","0.000000",Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,"255.163265"
abcDOM.SYBR.NOV.15.Plate.I,Experiment,Samples,C7,Default,SSC-H vs BL1-H,SYBR Polygon,SSC-H,BL1-H,"9,442","75.517876%","75.517876%","2,039.076660","172,689.046875",Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,"192.693878"
abcDOM.SYBR.NOV.15.Plate.I,Experiment,Samples,C7,Default,VL3-H vs BL1-H,Syn+PicoEuks?,VL3-H,BL1-H,"7","0.055987%","0.055987%","6,896.000000","90,855.000000",Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,"0.142857"
abcDOM.SYBR.NOV.15.Plate.I,Experiment,Samples,C8,Default,Global,All Events,Global,Global,"9,907","100.000000%","100.000000%","0.000000","0.000000",Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,"202.183673"
abcDOM.SYBR.NOV.15.Plate.I,Experiment,Samples,C8,Default,SSC-H vs BL1-H,SYBR Polygon,SSC-H,BL1-H,"7,076","71.424245%","71.424245%","1,795.935425","162,269.093750",Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,"144.408163"
abcDOM.SYBR.NOV.15.Plate.I,Experiment,Samples,C8,Default,VL3-H vs BL1-H,Syn+PicoEuks?,VL3-H,BL1-H,"5","0.050469%","0.050469%","6,408.000000","84,538.796875",Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,"0.102041"
abcDOM.SYBR.NOV.15.Plate.I,Experiment,Samples,C9,Default,Global,All Events,Global,Global,"9,768","100.000000%","100.000000%","0.000000","0.000000",Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,"199.346939"
abcDOM.SYBR.NOV.15.Plate.I,Experiment,Samples,C9,Default,SSC-H vs BL1-H,SYBR Polygon,SSC-H,BL1-H,"7,156","73.259623%","73.259623%","1,709.531860","163,722.328125",Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,"146.040816"
abcDOM.SYBR.NOV.15.Plate.I,Experiment,Samples,C9,Default,VL3-H vs BL1-H,Syn+PicoEuks?,VL3-H,BL1-H,"17","0.174038%","0.174038%","8,605.470703","80,097.648438",Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,"0.346939"
abcDOM.SYBR.NOV.15.Plate.I,Experiment,Samples,C10,Default,Global,All Events,Global,Global,"9,620","100.000000%","100.000000%","0.000000","0.000000",Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,"196.326531"
abcDOM.SYBR.NOV.15.Plate.I,Experiment,Samples,C10,Default,SSC-H vs BL1-H,SYBR Polygon,SSC-H,BL1-H,"7,123","74.043659%","74.043659%","2,071.762695","176,650.953125",Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,"145.367347"
abcDOM.SYBR.NOV.15.Plate.I,Experiment,Samples,C10,Default,VL3-H vs BL1-H,Syn+PicoEuks?,VL3-H,BL1-H,"11","0.114345%","0.114345%","6,224.818359","55,580.910156",Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,"0.224490"
abcDOM.SYBR.NOV.15.Plate.I,Experiment,Samples,C11,Default,Global,All Events,Global,Global,"36,971","100.000000%","100.000000%","0.000000","0.000000",Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,"739.420000"
abcDOM.SYBR.NOV.15.Plate.I,Experiment,Samples,C11,Default,SSC-H vs BL1-H,SYBR Polygon,SSC-H,BL1-H,"33,983","91.917990%","91.917990%","2,027.515991","268,000.968750",Disabled,Disabled,Disabled,Disabled,Disabled,Disabled,"679.660000"
