"","max_blanks","mean_samples","flag"
"29993_382.2224_9.5983_2730_N/A_NA_no matches_no matches_no matches_no matches",338824.1,56258.8097222222,1
"29995_382.2224_9.981_-1_N/A_NA_no matches_no matches_no matches_no matches",59050.44,20684.19325,1
"29996_382.2224_7.1585_104_N/A_NA_no matches_no matches_no matches_no matches",173592,223777.061944444,1
"30001_382.2224_7.6061_-1_N/A_NA_no matches_no matches_no matches_no matches",352858.7,461399.786666667,1
"30005_382.2224_6.4714_-1_N/A_NA_no matches_no matches_no matches_no matches",307307.7,223906.080833333,1
"30007_382.2224_7.6586_104_N/A_NA_no matches_no matches_no matches_no matches",238852.4,233452.353611111,1
"30009_382.2224_8.6312_859_N/A_NA_no matches_no matches_no matches_no matches",366740.3,260222.577222222,1
"30010_382.2225_6.3732_9230_N/A_NA_no matches_no matches_no matches_no matches",347526,283392.595555556,1
"30011_382.2225_8.3679_859_N/A_NA_no matches_no matches_no matches_no matches",210877.2,256397.048888889,1
"30012_382.2225_9.8083_-1_N/A_NA_no matches_no matches_no matches_no matches",25587.69,30381.4536111111,1
"30013_382.2225_8.5076_859_N/A_NA_no matches_no matches_no matches_no matches",534013,409221.9725,1
"30015_382.2225_5.9665_104_N/A_NA_no matches_no matches_no matches_no matches",143502.7,206408.048055556,1
"30016_382.2225_6.1561_104_N/A_NA_no matches_no matches_no matches_no matches",136085.2,156912.440277778,1
"30017_382.2225_6.2455_104_N/A_NA_no matches_no matches_no matches_no matches",91857.23,148608.729722222,1
"30019_382.2338_7.7637_-1_N/A_NA_no matches_no matches_no matches_no matches",29715.49,3247.20163888889,1
"30020_382.234_9.7425_-1_N/A_NA_no matches_no matches_no matches_no matches",11559.15,1266.79219444444,1
"30021_382.2348_9.8769_-1_N/A_NA_no matches_no matches_no matches_no matches",16478.17,1028.06766666667,1
"30022_382.2352_10.0736_7226_N/A_NA_no matches_no matches_no matches_no matches",33367.94,1019.94697222222,1
"30023_382.2362_10.2401_7226_N/A_NA_no matches_no matches_no matches_no matches",167156.4,5246.71647222222,1
"30024_382.2367_10.3162_7226_N/A_NA_no matches_no matches_no matches_no matches",100125.2,5490.97911111111,1
"30025_382.2374_10.516_7226_N/A_NA_no matches_no matches_no matches_no matches",38438.06,3559.97175,1
"30026_382.2426_6.6323_-1_N/A_NA_no matches_no matches_no matches_no matches",25825.49,5025.50197222222,1
"30027_382.2429_7.162_7934_N/A_NA_no matches_no matches_no matches_no matches",36293.06,17253.9141944444,1
"30028_382.2429_6.973_-1_N/A_NA_no matches_no matches_no matches_no matches",60906.52,36299.5051666667,1
"30029_382.2432_7.5464_-1_N/A_NA_no matches_no matches_no matches_no matches",37349.31,4331.12644444444,1
"30030_382.2433_7.3743_104_N/A_NA_no matches_no matches_no matches_no matches",91922.62,4532.11936111111,1
"30031_382.2433_6.268_19_N/A_NA_no matches_no matches_no matches_no matches",154602,30113.9895,1
"30032_382.2434_5.9294_-1_N/A_NA_no matches_no matches_no matches_no matches",132108.1,39962.9322222222,1
"30033_382.2435_4.738_104_N/A_NA_no matches_no matches_no matches_no matches",138791.1,17960.9633888889,1
"30035_382.2586_10.1071_14150_N/A_NA_no matches_no matches_no matches_no matches",219290.4,78307.7175,1
"30036_382.2586_10.6459_12749_N/A_NA_no matches_no matches_no matches_no matches",10020.07,14480.4351666667,1
"30037_382.2586_9.997_-1_N/A_NA_no matches_no matches_no matches_no matches",146638.9,57102.3130555556,1
"30038_382.2587_9.8295_523_N/A_NA_no matches_no matches_no matches_no matches",99792.55,57287.5361111111,1
"30039_382.2587_10.2105_-1_N/A_NA_no matches_no matches_no matches_no matches",132624.2,42221.7291666667,1
"30040_382.2587_9.8991_523_N/A_NA_no matches_no matches_no matches_no matches",129472.8,87531.4272222222,1
"30041_382.2587_9.7744_2641_N/A_NA_no matches_no matches_no matches_no matches",163103.8,73735.7811111111,1
"30042_382.2587_10.3553_14150_N/A_NA_no matches_no matches_no matches_no matches",64291.55,45903.7658333333,1
"30043_382.2587_10.5684_12749_N/A_NA_no matches_no matches_no matches_no matches",18861.29,17309.6049444444,1
"30044_382.2587_9.6857_2866_N/A_NA_no matches_no matches_no matches_no matches",96034,75726.58,1
"30045_382.2587_7.5825_104_N/A_NA_no matches_no matches_no matches_no matches",48840.98,54754.0972222222,1
"30046_382.2588_8.7051_8032_N/A_NA_no matches_no matches_no matches_no matches",211411.3,74884.6244444444,1
"30047_382.2588_9.5138_2866_N/A_NA_no matches_no matches_no matches_no matches",188006.3,110418.271944444,1
"30048_382.2588_6.2183_-1_N/A_NA_no matches_no matches_no matches_no matches",7461.115,11594.0021666667,1
"30049_382.2588_8.8726_8032_N/A_NA_no matches_no matches_no matches_no matches",115878.4,48003.3808333333,1
"30050_382.2588_9.1259_-1_N/A_NA_no matches_no matches_no matches_no matches",207757.5,79300.9541666667,1
"30051_382.2588_8.9149_8032_N/A_NA_no matches_no matches_no matches_no matches",53574.42,92984.4780555555,1
"30052_382.2588_9.3957_4101_N/A_NA_no matches_no matches_no matches_no matches",120594.6,69898.7386111111,1
"30053_382.2588_7.0346_-1_N/A_NA_no matches_no matches_no matches_no matches",64162.12,20773.9536111111,1
"30054_382.2588_9.2817_2866_N/A_NA_no matches_no matches_no matches_no matches",166005.6,85504.2277777778,1
"30055_382.2589_8.5124_17750_N/A_NA_no matches_no matches_no matches_no matches",382944.2,74431.6291666667,1
"30056_382.2589_6.8327_-1_N/A_NA_no matches_no matches_no matches_no matches",68020.43,20437.8353055556,1
"30057_382.2589_8.218_9593_N/A_NA_no matches_no matches_no matches_no matches",95693.35,63967.3566666667,1
"30058_382.259_8.4362_17750_N/A_NA_no matches_no matches_no matches_no matches",198564.5,40041.5838888889,1
"30059_382.2592_6.5974_-1_N/A_NA_no matches_no matches_no matches_no matches",23857.34,18669.5349722222,1
"30060_382.2744_10.9629_1435_N/A_NA_no matches_no matches_no matches_no matches",20058.03,3394.52806944444,1
"30062_382.2796_7.4311_214_N/A_NA_no matches_no matches_no matches_no matches",47768.12,7752.64077777778,1
"30063_382.2799_7.6667_3799_N/A_NA_no matches_no matches_no matches_no matches",95377.62,6758.30319444444,1
"30064_382.28_8.2317_-1_N/A_NA_no matches_no matches_no matches_no matches",206434.4,15427.4195555556,1
"30065_382.28_9.2865_-1_N/A_NA_no matches_no matches_no matches_no matches",66042.05,24612.8491111111,1
"30066_382.28_8.3208_3799_N/A_NA_no matches_no matches_no matches_no matches",118102.2,16745.2465277778,1
"30067_382.28_9.6942_-1_N/A_NA_no matches_no matches_no matches_no matches",9464.048,1173.26766666667,1
"30069_382.28_6.7615_912_N/A_NA_no matches_no matches_no matches_no matches",53284.34,6237.30880555556,1
"30070_382.2802_6.5426_912_N/A_NA_no matches_no matches_no matches_no matches",547373.6,258014.525277778,1
"30072_382.2952_11.285_15740_N/A_NA_no matches_no matches_no matches_no matches",14131.57,82.5576111111111,1
"30073_382.2952_11.0341_1435_N/A_NA_no matches_no matches_no matches_no matches",17258.99,7756.33227777778,1
"30074_382.2953_10.6685_-1_N/A_NA_no matches_no matches_no matches_no matches",234086.1,49630.3069444444,1
"30075_382.2953_7.5718_-1_N/A_NA_no matches_no matches_no matches_no matches",26110.53,4430.14052777778,1
"30076_382.2954_10.5044_-1_N/A_NA_no matches_no matches_no matches_no matches",516703.5,89962.4547222222,1
"30077_382.2954_10.9079_-1_N/A_NA_no matches_no matches_no matches_no matches",64474.2,22582.4816111111,1
"30078_382.2954_11.5573_8173_N/A_NA_no matches_no matches_no matches_no matches",54947.06,723.65675,1
"30079_382.2954_10.4197_4311_N/A_NA_no matches_no matches_no matches_no matches",304611.4,64915.1963888889,1
"30080_382.2955_10.3189_4311_N/A_NA_no matches_no matches_no matches_no matches",229222.2,37576.7740277778,1
"30081_382.2955_10.012_-1_N/A_NA_no matches_no matches_no matches_no matches",546872.9,51443.0038055556,1
"30082_382.2955_10.2367_4311_N/A_NA_no matches_no matches_no matches_no matches",289334.4,49010.35175,1
"30083_382.2956_9.9438_-1_N/A_NA_no matches_no matches_no matches_no matches",1114667,90412.9388055556,1
"30084_382.2956_8.8324_9593_N/A_NA_no matches_no matches_no matches_no matches",18042.92,4944.75036111111,1
"30085_382.2957_8.9283_9593_N/A_NA_no matches_no matches_no matches_no matches",22045.77,6413.66083333333,1
"30086_382.2957_8.9795_-1_N/A_NA_no matches_no matches_no matches_no matches",22045.77,6758.40352777778,1
"30087_382.2959_9.1962_2730_N/A_NA_no matches_no matches_no matches_no matches",148486.9,6314.73161111111,1
"30088_382.2959_9.6669_2641_N/A_NA_no matches_no matches_no matches_no matches",167101.1,26167.9813333333,1
"30089_382.2959_9.5688_2730_N/A_NA_no matches_no matches_no matches_no matches",82418.16,21851.8765277778,1
"30090_382.296_9.3535_2730_N/A_NA_no matches_no matches_no matches_no matches",191926.8,9834.41933333333,1
"30092_382.31_10.5278_8592_N/A_NA_no matches_no matches_no matches_no matches",16251.02,4644.43708333333,1
"30093_382.3102_10.2298_-1_N/A_NA_no matches_no matches_no matches_no matches",8539.458,4220.16638888889,1
"30094_382.3105_8.581_859_N/A_NA_no matches_no matches_no matches_no matches",28882.97,7253.05538888889,1
"30095_382.3105_8.7121_859_N/A_NA_no matches_no matches_no matches_no matches",40721.75,11974.6468888889,1
"30096_382.3106_9.5837_-1_N/A_NA_no matches_no matches_no matches_no matches",1157533,119218.709444444,1
"30097_382.3106_9.6535_439_N/A_NA_no matches_no matches_no matches_no matches",536928.4,261780.061944444,1
"30098_382.3106_9.8828_439_N/A_NA_no matches_no matches_no matches_no matches",383027.2,153448.105416667,1
"30099_382.3107_8.8243_859_N/A_NA_no matches_no matches_no matches_no matches",137291.9,11845.1174444444,1
"30100_382.3108_8.9586_859_N/A_NA_no matches_no matches_no matches_no matches",73085.27,21699.8611111111,1
"30101_382.3109_9.0558_-1_N/A_NA_no matches_no matches_no matches_no matches",72304.09,20893.4508333333,1
"30102_382.3111_9.477_2730_N/A_NA_no matches_no matches_no matches_no matches",502440.7,107398.976388889,1
"30103_382.3114_9.3649_2730_N/A_NA_no matches_no matches_no matches_no matches",198137.5,78710.9988888889,1
"30104_382.3116_9.1896_4101_N/A_NA_no matches_no matches_no matches_no matches",162574,38317.3848888889,1
"30105_382.3138_10.8481_9089_N/A_NA_no matches_no matches_no matches_no matches",436262.4,136615.266694444,1
"30106_382.314_10.7605_-1_N/A_NA_no matches_no matches_no matches_no matches",215556.8,56491.48725,1
"30107_382.316_8.2535_6603_N/A_NA_no matches_no matches_no matches_no matches",8308.455,131.430166666667,1
"30108_382.3164_8.0894_6603_N/A_NA_no matches_no matches_no matches_no matches",12648.3,131.430166666667,1
"30109_382.3166_10.1011_-1_N/A_NA_no matches_no matches_no matches_no matches",2902792,44987.3865833333,1
"30110_382.3167_9.7906_-1_N/A_NA_no matches_no matches_no matches_no matches",949435.7,82540.1819444444,1
"30111_382.3316_11.2507_15740_N/A_NA_no matches_no matches_no matches_no matches",40088.5,1259.23930555556,1
"30112_382.3317_11.019_1435_N/A_NA_no matches_no matches_no matches_no matches",126052.9,9857.55397222222,1
"30113_382.3318_10.917_1435_N/A_NA_no matches_no matches_no matches_no matches",55253.2,6152.09697222222,1
"30115_382.3461_10.7094_12749_N/A_NA_no matches_no matches_no matches_no matches",385480.7,91785.2763888889,1
"30116_382.3469_10.5633_-1_N/A_NA_no matches_no matches_no matches_no matches",1541214,144203.976111111,1
"30117_382.3469_10.3263_-1_N/A_NA_no matches_no matches_no matches_no matches",6298148,3529516.22222222,1
"30118_382.3471_10.2723_-1_N/A_NA_no matches_no matches_no matches_no matches",24422250,8688455.5,1
"30119_382.3471_9.9602_-1_N/A_NA_no matches_no matches_no matches_no matches",3092295,483030.308055556,1
"30120_382.3471_10.0906_-1_N/A_NA_no matches_no matches_no matches_no matches",4624320,1562562.75555556,1
"30121_382.8777_10.2445_-1_N/A_NA_no matches_no matches_no matches_no matches",37909.17,255.487277777778,1
"30122_382.9411_0.5666_-1_N/A_NA_no matches_no matches_no matches_no matches",23677.4,32039.7214444444,1
"30127_383.1107_7.6292_-1_N/A_NA_no matches_no matches_no matches_no matches",426376.4,9752.68680555556,1
"30129_383.1341_6.6642_8326_N/A_NA_no matches_no matches_no matches_no matches",18949.24,13478.0031388889,1
"30132_383.1343_5.3384_6671_N/A_NA_no matches_no matches_no matches_no matches",277724,115770.875555556,1
"30146_383.1683_10.3362_1150_N/A_NA_Organic compounds_Organic nitrogen compounds_Organonitrogen compounds_Amines",9011.517,3390.94852777778,1
"30147_383.1693_8.0546_-1_N/A_NA_no matches_no matches_no matches_no matches",40113130,1127531.90527778,1
"30148_383.1702_8.2054_-1_N/A_NA_no matches_no matches_no matches_no matches",1747857,23293.0698611111,1
"30149_383.1705_7.2265_-1_N/A_NA_no matches_no matches_no matches_no matches",1506892,66226.3555555556,1
"30152_383.1706_6.0917_-1_Artesunate_Artesunate_no matches_no matches_no matches_no matches",503937.4,283777.694444444,1
"30172_383.2009_6.4132_415_N/A_NA_no matches_no matches_no matches_no matches",1559292,0,1
"30173_383.2012_7.0063_415_N/A_NA_no matches_no matches_no matches_no matches",571947.9,188.7735,1
"30174_383.2012_7.2146_-1_N/A_NA_no matches_no matches_no matches_no matches",692981.6,188.7735,1
"30175_383.2013_6.7486_415_N/A_NA_no matches_no matches_no matches_no matches",1066657,0,1
"30176_383.2041_10.6041_2282_N/A_NA_Organic compounds_Alkaloids and derivatives_Aspidofractine alkaloids_NA",12896100,168785.091411111,1
"30178_383.2068_5.0862_1765_N/A_NA_no matches_no matches_no matches_no matches",59882.96,70859.5183333333,1
"30181_383.2069_8.2775_404_N/A_NA_Organic compounds_Benzenoids_Benzene and substituted derivatives_Toluenes",90827.45,48049.5097222222,1
"30182_383.2069_5.3873_-1_N/A_NA_no matches_no matches_no matches_no matches",81026.55,107439.194722222,1
"30183_383.2069_7.1798_-1_N/A_NA_no matches_no matches_no matches_no matches",187686.2,119563.598333333,1
"30184_383.2069_6.3242_1694_N/A_NA_no matches_no matches_no matches_no matches",410519.2,410755.211388889,1
"30185_383.2069_6.3996_1694_N/A_NA_no matches_no matches_no matches_no matches",207008.9,169532.659166667,1
"30187_383.2217_10.1409_9196_N/A_NA_no matches_no matches_no matches_no matches",112927.3,54236.4286111111,1
"30188_383.2236_9.271_7959_N/A_NA_no matches_no matches_no matches_no matches",43480.56,39970.9636111111,1
"30189_383.2247_8.7562_-1_N/A_NA_no matches_no matches_no matches_no matches",79234.95,68083.5513888889,1
"30190_383.2248_8.4687_2662_N/A_NA_no matches_no matches_no matches_no matches",55308.13,68975.8236111111,1
"30191_383.2255_7.7631_-1_N/A_NA_no matches_no matches_no matches_no matches",20111.63,36702.0119444444,1
"30192_383.2267_5.4801_6671_N/A_NA_no matches_no matches_no matches_no matches",268514.8,159136.056388889,1
"30193_383.2424_10.1368_-1_N/A_NA_no matches_no matches_no matches_no matches",114084.1,42625.6981666667,1
"30197_383.264_5.2765_2560_N/A_NA_no matches_no matches_no matches_no matches",386128.7,80966.7065,1
"30200_383.2692_7.9255_404_N/A_NA_Organic compounds_Benzenoids_Benzene and substituted derivatives_Toluenes",99616920,21748633.6111111,1
"30202_383.2697_7.5093_404_N/A_NA_Organic compounds_Benzenoids_Benzene and substituted derivatives_Toluenes",26801.32,0,1
"30203_383.2794_10.5033_1269_Spectral Match to p-tert-Octylphenol tetraglycol ether from NIST14_Spectral Match to p-tert-Octylphenol tetraglycol ether from NIST14_no matches_no matches_no matches_no matches",1961143,146272.427777778,1
"30204_383.2901_9.2446_7959_N/A_NA_no matches_no matches_no matches_no matches",2272.426,272.557027777778,1
"30205_383.2902_8.0908_-1_N/A_NA_no matches_no matches_no matches_no matches",26219.68,840.48625,1
"30206_383.2904_8.2723_-1_N/A_NA_no matches_no matches_no matches_no matches",72701.41,315.688027777778,1
"30207_383.2904_8.5384_2662_N/A_NA_no matches_no matches_no matches_no matches",37795.32,74.3340555555556,1
"30208_383.2906_7.2782_-1_N/A_NA_no matches_no matches_no matches_no matches",154297.5,614.300083333333,1
"30209_383.2906_7.7726_404_N/A_NA_Organic compounds_Benzenoids_Benzene and substituted derivatives_Toluenes",13855.53,200.077861111111,1
"30210_383.2981_10.8171_9073_N/A_NA_no matches_no matches_no matches_no matches",276419.8,45795.3147222222,1
"30211_383.3137_11.7175_-1_N/A_NA_no matches_no matches_no matches_no matches",18055.62,0,1
"30212_383.3312_12.0729_-1_Spectral Match to Cholesta-4,6-dien-3-one from NIST14_Spectral Match to Cholesta-4,6-dien-3-one from NIST14_no matches_no matches_no matches_no matches",4636.492,4667.83566666667,1
"30215_383.8121_5.818_9763_N/A_NA_no matches_no matches_no matches_no matches",4021.456,1214.61705555556,1
"30217_384.065_9.5681_892_N/A_NA_no matches_no matches_no matches_no matches",3061.232,418.181638888889,1
"30218_384.0656_9.4091_892_N/A_NA_no matches_no matches_no matches_no matches",2256.099,2409.08755555556,1
"30227_384.0977_8.2111_-1_N/A_NA_no matches_no matches_no matches_no matches",88091.64,54.6869166666667,1
"30279_384.2017_6.7738_1415_N/A_NA_no matches_no matches_no matches_no matches",247934.1,320021.144444444,1
"30289_384.2018_6.6142_1415_N/A_NA_no matches_no matches_no matches_no matches",172034.6,333092.990833333,1
"30290_384.2018_6.4431_87_N/A_NA_no matches_no matches_no matches_no matches",273117.6,418368.95,1
"30294_384.2021_9.4284_6364_N/A_NA_no matches_no matches_no matches_no matches",30732.4,24284.1438888889,1
"30297_384.2141_9.5138_-1_N/A_NA_no matches_no matches_no matches_no matches",3995.035,5761.48911111111,1
"30298_384.2165_10.0865_2717_N/A_NA_no matches_no matches_no matches_no matches",21904.63,5329.285,1
"30299_384.2169_9.5484_6237_N/A_NA_no matches_no matches_no matches_no matches",14974.63,5989.90952777778,1
"30300_384.2169_9.7136_1792_N/A_NA_no matches_no matches_no matches_no matches",13434.26,3640.84483333333,1
"30301_384.217_10.3221_1792_N/A_NA_no matches_no matches_no matches_no matches",17608.94,17924.8051111111,1
"30302_384.217_9.9064_1792_N/A_NA_no matches_no matches_no matches_no matches",40078.74,10637.5771111111,1
"30303_384.2222_4.8823_-1_N/A_NA_no matches_no matches_no matches_no matches",306979.1,46119.2208055556,1
"30304_384.2223_4.545_3900_N/A_NA_no matches_no matches_no matches_no matches",97156.72,25517.5273916667,1
"30305_384.2225_5.8799_-1_N/A_NA_no matches_no matches_no matches_no matches",74118.96,51381.7459722222,1
"30306_384.2228_4.4423_550_N/A_NA_no matches_no matches_no matches_no matches",2276784,103647.842225,1
"30308_384.2231_3.2125_-1_N/A_NA_no matches_no matches_no matches_no matches",51041.42,48573.9505277778,1
"30309_384.2231_2.8752_3743_N/A_NA_no matches_no matches_no matches_no matches",9427.256,8604.19944444444,1
"30311_384.2273_8.4358_5022_N/A_NA_no matches_no matches_no matches_no matches",9685.912,7089.26511111111,1
"30312_384.229_10.6456_-1_N/A_NA_no matches_no matches_no matches_no matches",4925.299,2718.03605555556,1
"30313_384.2323_10.2408_2717_N/A_NA_no matches_no matches_no matches_no matches",21721.91,385.064833333333,1
"30314_384.2376_5.1584_6153_N/A_NA_no matches_no matches_no matches_no matches",479691.2,612210.147222222,1
"30315_384.238_9.4986_8531_N/A_NA_no matches_no matches_no matches_no matches",117588.6,60325.9977777778,1
"30316_384.238_9.9708_-1_N/A_NA_no matches_no matches_no matches_no matches",139025.9,35554.6961111111,1
"30317_384.2381_6.0208_1415_N/A_NA_no matches_no matches_no matches_no matches",76974.02,87842.0908333333,1
"30318_384.2381_9.7528_-1_N/A_NA_no matches_no matches_no matches_no matches",33097.59,57058.8616666667,1
"30319_384.2381_7.2207_-1_N/A_NA_no matches_no matches_no matches_no matches",303145.4,184828.015277778,1
"30320_384.2381_6.6681_1415_N/A_NA_no matches_no matches_no matches_no matches",126664.4,135685.018888889,1
"30321_384.2381_6.1637_1415_N/A_NA_no matches_no matches_no matches_no matches",81263.04,96369.6588888889,1
"30322_384.2381_8.0697_433_N/A_NA_no matches_no matches_no matches_no matches",530767.8,156698.536388889,1
"30323_384.2381_9.3246_3934_N/A_NA_no matches_no matches_no matches_no matches",246132.7,89819.9391666667,1
"30324_384.2381_6.8142_-1_N/A_NA_no matches_no matches_no matches_no matches",185981.2,109351.27,1
"30325_384.2381_7.5295_-1_N/A_NA_no matches_no matches_no matches_no matches",380346.4,149940.418055556,1
"30326_384.2381_7.5868_1415_N/A_NA_no matches_no matches_no matches_no matches",402629.2,261868.500277778,1
"30327_384.2381_7.4361_1415_N/A_NA_no matches_no matches_no matches_no matches",442359.6,192715.002777778,1
"30328_384.2381_7.0709_1415_N/A_NA_no matches_no matches_no matches_no matches",354483.4,164744.424444444,1
"30329_384.2382_9.2141_3934_N/A_NA_no matches_no matches_no matches_no matches",786404.8,132293.700555556,1
"30330_384.2382_6.8817_1415_N/A_NA_no matches_no matches_no matches_no matches",303390.2,231853.654166667,1
"30331_384.2382_8.2335_433_N/A_NA_no matches_no matches_no matches_no matches",678961.5,194783.775833333,1
"30332_384.2382_6.5273_1415_N/A_NA_no matches_no matches_no matches_no matches",102104.5,135371.226666667,1
"30333_384.2382_7.7392_433_N/A_NA_no matches_no matches_no matches_no matches",381291.7,157181.98,1
"30334_384.2382_8.3467_12348_N/A_NA_no matches_no matches_no matches_no matches",405295.4,134309.511944444,1
"30335_384.2382_8.697_3934_N/A_NA_no matches_no matches_no matches_no matches",557246.1,104251.503333333,1
"30336_384.2382_8.9224_3934_N/A_NA_no matches_no matches_no matches_no matches",822405.3,109930.819166667,1
"30337_384.2382_8.5326_8531_N/A_NA_no matches_no matches_no matches_no matches",128610.2,92349.6725,1
"30338_384.2382_6.4432_1415_N/A_NA_no matches_no matches_no matches_no matches",137495.8,120363.767222222,1
"30339_384.2382_6.3313_1415_N/A_NA_no matches_no matches_no matches_no matches",155066.2,103607.587222222,1
"30342_384.2536_10.6483_7735_N/A_NA_no matches_no matches_no matches_no matches",23391.12,6542.29527777778,1
"30343_384.2537_10.4346_7735_N/A_NA_no matches_no matches_no matches_no matches",26634.8,4312.481,1
"30344_384.2538_10.2528_2717_N/A_NA_no matches_no matches_no matches_no matches",11102.85,3672.54241666667,1
"30345_384.2539_10.5621_-1_N/A_NA_no matches_no matches_no matches_no matches",33182.75,6624.58266666667,1
"30346_384.2589_5.4321_87_N/A_NA_no matches_no matches_no matches_no matches",27035.2,1114.79413888889,1
"30348_384.2592_5.9819_-1_N/A_NA_no matches_no matches_no matches_no matches",233231.3,80926.9857138889,1
"30349_384.2592_5.7424_6153_N/A_NA_no matches_no matches_no matches_no matches",272189.3,118252.977222222,1
"30350_384.2598_4.3605_3900_N/A_NA_no matches_no matches_no matches_no matches",24847.43,3486.54163888889,1
"30352_384.2647_10.6729_7735_N/A_NA_no matches_no matches_no matches_no matches",14295.71,595.003333333333,1
"30353_384.2742_10.5448_-1_N/A_NA_no matches_no matches_no matches_no matches",78537.84,30298.0957777778,1
"30354_384.2743_10.6744_5611_N/A_NA_no matches_no matches_no matches_no matches",78537.84,50818.6502777778,1
"30355_384.2743_8.1296_5552_N/A_NA_no matches_no matches_no matches_no matches",9060280,21949.8505555556,1
"30356_384.2744_10.0899_4683_N/A_NA_no matches_no matches_no matches_no matches",98068.42,58615.7448611111,1
"30357_384.2744_8.2036_5552_N/A_NA_no matches_no matches_no matches_no matches",191570.4,46888.6734722222,1
"30358_384.2744_10.0337_4683_N/A_NA_no matches_no matches_no matches_no matches",461695.8,102613.566666667,1
"30359_384.2744_10.2198_2717_N/A_NA_no matches_no matches_no matches_no matches",210034.5,73533.1469444444,1
"30360_384.2745_10.7734_5611_N/A_NA_no matches_no matches_no matches_no matches",144205.8,67719.8019444445,1
"30361_384.2745_10.4051_2717_N/A_NA_no matches_no matches_no matches_no matches",176998.5,74587.1334444444,1
"30362_384.2745_9.4919_680_N/A_NA_no matches_no matches_no matches_no matches",171731.2,85124.7319444444,1
"30363_384.2745_9.662_680_N/A_NA_no matches_no matches_no matches_no matches",201309.3,119310.321388889,1
"30364_384.2745_9.9112_-1_N/A_NA_no matches_no matches_no matches_no matches",236907.3,66288.5794444444,1
"30366_384.2745_9.5999_680_N/A_NA_no matches_no matches_no matches_no matches",105491.9,64732.7372222222,1
"30367_384.2745_9.3972_680_N/A_NA_no matches_no matches_no matches_no matches",176150.5,79430.2125,1
"30368_384.2746_8.443_433_N/A_NA_no matches_no matches_no matches_no matches",100570.6,35125.0125,1
"30369_384.2746_9.1143_1099_N/A_NA_no matches_no matches_no matches_no matches",139246.5,120389.718333333,1
"30370_384.2746_9.1837_10389_N/A_NA_no matches_no matches_no matches_no matches",169379.9,201421.411666667,1
"30371_384.2746_9.0368_10389_N/A_NA_no matches_no matches_no matches_no matches",119485.5,149852.225,1
"30372_384.2746_8.6733_-1_N/A_NA_no matches_no matches_no matches_no matches",73338.05,59895.4405555556,1
"30373_384.2746_8.9181_1099_N/A_NA_no matches_no matches_no matches_no matches",191347,62959.0811111111,1
"30374_384.2746_8.8043_-1_N/A_NA_no matches_no matches_no matches_no matches",109692.4,34432.1597777778,1
"30375_384.2746_9.7916_4683_N/A_NA_no matches_no matches_no matches_no matches",185286.1,94905.6533333333,1
"30376_384.2746_7.5892_-1_N/A_NA_no matches_no matches_no matches_no matches",44188.75,17987.9792777778,1
"30377_384.2748_7.347_-1_N/A_NA_no matches_no matches_no matches_no matches",44331.12,13483.2451111111,1
"30378_384.2748_6.5663_-1_N/A_NA_no matches_no matches_no matches_no matches",21702.79,6969.83005555556,1
"30380_384.2854_10.512_7735_N/A_NA_no matches_no matches_no matches_no matches",452618.4,19001.1301666667,1
"30381_384.2855_6.5658_-1_N/A_NA_no matches_no matches_no matches_no matches",2299.204,562.101583333333,1
"30385_384.2898_8.4079_-1_N/A_NA_no matches_no matches_no matches_no matches",2390.289,1039.59902777778,1
"30386_384.2905_10.8354_-1_N/A_NA_no matches_no matches_no matches_no matches",13223.38,1465.58658333333,1
"30387_384.2921_10.3345_-1_N/A_NA_no matches_no matches_no matches_no matches",3493.998,0,1
"30388_384.295_7.3719_7307_N/A_NA_no matches_no matches_no matches_no matches",34409.8,311.419694444444,1
"30389_384.2958_6.3872_16_N/A_NA_no matches_no matches_no matches_no matches",4502276,1964152.11944444,1
"30390_384.2992_10.5657_1266_N/A_NA_no matches_no matches_no matches_no matches",4118.712,152.143361111111,1
"30391_384.311_10.7205_1266_N/A_NA_no matches_no matches_no matches_no matches",341022.4,46422.0889166667,1
"30392_384.311_10.9112_5611_N/A_NA_no matches_no matches_no matches_no matches",192002.7,68721.4594444444,1
"30393_384.311_10.5669_1266_N/A_NA_no matches_no matches_no matches_no matches",3628940,59244.1763888889,1
"30394_384.311_10.5104_1266_N/A_NA_no matches_no matches_no matches_no matches",3852025,132145.031444444,1
"30395_384.3111_11.013_5611_N/A_NA_no matches_no matches_no matches_no matches",88005.02,19262.1957222222,1
"30396_384.3112_10.2611_1266_N/A_NA_no matches_no matches_no matches_no matches",476987.6,65054.7920444444,1
"30397_384.3113_10.1657_2717_N/A_NA_no matches_no matches_no matches_no matches",768669,59287.0361555556,1
"30398_384.3115_10.0915_2717_N/A_NA_no matches_no matches_no matches_no matches",617810.2,35785.2089916667,1
"30399_384.3115_9.3157_6237_N/A_NA_no matches_no matches_no matches_no matches",24176.52,2617.97383333333,1
"30400_384.3118_9.4784_6237_N/A_NA_no matches_no matches_no matches_no matches",224586.1,17933.1940555556,1
"30401_384.3118_10.0066_-1_N/A_NA_no matches_no matches_no matches_no matches",501301.2,21236.3883055556,1
"30402_384.312_9.5994_1374_N/A_NA_no matches_no matches_no matches_no matches",58480.2,6019.10833333333,1
"30404_384.3259_10.0495_-1_N/A_NA_no matches_no matches_no matches_no matches",135718.9,154071.326944444,1
