,SMILES
114,C1CN2C(=NC3=CC=CC=C3C2=O)C1O
115,C1CCC(CC1)NC(=O)NC2CCCCC2
116,CCCCC(C(=O)C1=CC=CC=C1)NC
117,CCCCCC(=O)CCC1C(CC(=O)C1CCC(=O)O)O
118,COC1=C(OC)C=C2C(C)=NCCC2=C1
119,CCNC(C)C(=O)C1=CC=CC=C1
120,CCCCCN1C=C(C2=CC=CC=C21)C(=O)OC
121,COc1cc2c3cc1Oc1c(OC)c(OC)cc4c1C(Cc1ccc(O)c(c1)Oc1ccc(cc1)CC3N(C)CC2)N(C)CC4
122,CC(CC(C1C(O1)(C)C)OC(=O)C)C2=C3CC(C4C5(CCC(=O)C(C5CCC4(C3(CC2)C)C)(C)C)C)O
123,CCCCCC1=CC2=C(C=CC(O2)(C)CCC=C(C)C)C(=C1)O
124,CCC(=O)OC(CC(=O)[O-])C[N+](C)(C)C
125,CC(C)(CO)C#CC=CCN(C)CC1=CC=CC2=CC=CC=C21
126,CCC1(C(=O)NC(=O)NC1=O)C2=CC=CC=C2
127,Oc(c4)cc(C3)c(c4)C(C2)C(C3)C(C1)C(C)(C2)C(O)C(O)1
128,C[N+]12CCCCC1C(CN1C(=O)c3ccccc3C1=O)CCC2
129,CC1=CC(=NC(=N1)NC2=CC=CC=C2)C3CC3
130,CC1=CC(=C(C=C1)O)C(=O)C=CC2=CC=C(C=C2)OC
131,C1CCC2(C3CC4=C(C2(C1)CCN3CC5CCC5)C=C(C=C4)O)O
132,CCCC1=NC(=C(N1CC2=CC=C(C=C2)C3=CC=CC=C3C4=NNN=N4)C(=O)OCC5=C(OC(=O)O5)C)C(C)(C)O
133,COC1=C(C=C2C(=C1)CC(C2=O)CC3CCN(CC3)CC4=CC=CC=C4)OC.Cl
134,C1C(C(C(C1O)C=CC(COC2=CC=CC(=C2)C(F)(F)F)O)CC=CCCCC(=O)NC(CO)CO)O
135,C#CCCCCCCCCC(=O)O
136,c(ccc1N(N(C=2C)C)C(=O)C2N)cc1
137,CC1=CCC(CC1)C2(CCC(C(O2)(C)C)O)C
138,CCCN1CC(CC2C1CC3=CNC4=CC=CC2=C34)CS(=O)(=O)C
139,CCC=CCC1=C(CCC1=O)C
140,CC1=NC=C(C(=C1O)COC)CO
141,CCCCCC=CC=C1C(C=CC1=O)CC=CCCCC(=O)O
142,CC12CCC3C(C1CCC2O)CCC4C3(C=CC(=O)C4)C
143,COC1=C(C=C(C=C1)CC(=O)O)OC
144,CCN(CC)C(=O)C(=C(C)OP(=O)(OC)OC)Cl
145,CN(C)CCOC(C1=CC=CC=C1)C2=CC=CC=C2
146,CCCCCC(C)(C=CC1C(C(CC1=O)O)CC=CCCCC(=O)O)O
147,CC(C)CCCCCCC(=O)NCC1=CC(=C(C=C1I)O)OC
148,CCCCCC(C=CC1C(CC(=O)C1CC=CCCCC(=O)NCCO)O)O
149,CCCCCC(C=CC1C(CC(=O)C1CC=CCCCC(=O)O)O)O
150,CC1=C2CC3C(=C)CCCC3(CC2(OC1=O)O)C
151,C1CC[C@@](CC1)(C(=O)O)CC(=O)O
152,CC(C)C[C@@H](C(=O)N[C@@H](C(C)C)C(=O)O)N
153,CC(=O)NC1C(C(C(OC1O)CO)O)O
154,CC1(C2CCC1(C(=O)C2=O)C)C
155,CC1=CC(C(CC1)C(=C)C)C2=C(C=C(C=C2OC)C)OC
156,CCCOC(=O)C(N)CC(C)C
157,CCCCCC=CCC(C=CC=CCCC(=O)O)O
158,CCCCCCCCCCC/C=C\CC[C@@H]1N[C@@H](C)CCC1
159,CC12CCC3C(C1CC(C2O)O)CCC4=C3C=CC(=C4)O
160,C[C@@](CCC1)(C(CC[C@H]2C3)[C@@]3(CC3)C=C2C=O)C3[C@@]1(C)C(O)=O
161,CC1(OC2CC3C4CCC5=CC(=O)CCC5(C4(C(CC3(C2(O1)C(=O)CCl)C)O)F)C)C
162,CC12CCC(=O)C=C1CCC1C2CCC2(C)C1CCC21OCOC12COCO2
163,CCCCCCCCCCCCN(CCO)CCO
164,CCCCCC=CC=CC(=O)CCCCCCCC(=O)O
165,C1=CC=C(N=C1)C1=CC=CC=N1
166,CN1C=NC2=C1C(=O)N(C)C(=O)N2
167,C1=CC=C2C(=C1)N=CC(=N2)CC(C(CO)O)O
168,CC1CC(C(C(C=C(C(C(C=CC=C(C(=O)NC2=CC(=O)C(=C(C1)C2=O)OC)C)OC)OC(=O)N)C)C)O)OC
169,COC(=O)CCCCCCCC(=O)OC
170,CC1=CC2=C(C=C1C)N=C3C(=N2)C(=O)NC(=O)N3
171,CC\C=C/CCO[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O
172,CC1(O)CCCC2(C)CCC(CC12)C(=C)C(O)=O
173,CC(C)NCC(COC1=CC=C(C=C1)CC(=O)O)O
174,CC(C(C(=O)NC(CCC(=O)N)C(=O)O)N)O
175,CN(C)C1=CC=C(C=C1)C(=C2C=CC(=[N+](C)C)C=C2)C3=CC=C(C=C3)N(C)C
176,CCOC(=O)C1=CC=C(C=C1)N(C)C
177,C1CN(CCC1N)CC2=CC=CO2
178,CC(=O)CC(=O)CCC(=O)O
179,CCCCCCCCC1C(C(=C)C(=O)O1)C(=O)O
180,CC1CCC(C2=C(CC(C12)O)C)C=C(C)C(=O)O
181,CC(=O)NCCC1=CC=CC=C1
182,CC=CC(=O)C1=C(CCCC1(C)C)C
183,CC(C)(C)C1=CC=C(C=C1)C(=O)CC(=O)C2=CC=C(C=C2)OC
184,COc1cc(O)c(C(C)=O)c(OC)c1
185,CC/1=C2\C=C(CO)/C(CO)CCC2(C)CCC1=O
186,CC12CCCC(=C)C1CC3C(C2)OC(=O)C3=C
187,CCCCC1C(=O)N(N(C1=O)C2=CC=CC=C2)C3=CC=CC=C3
188,CC(=CCCC(=CCCC(=CCCC(=CCSCC(C(=O)O)NC(=O)C)C)C)C)C
189,C\C=C\C=C\C=C\C(=O)N(C)C(C(C)C)C(=O)NC(C)C(=O)N1CCCC1C(N)=O
190,CC(=O)OCC1(CC23CCC4C5=C(C=CC4(C2CCC1C3)C)OC=C5)O
191,CC(C)(C)OC(=O)NC(CC1=C[NH+]=CN1)C(=O)[O-]
192,CC(=CC(=O)O)C=CC=C(C)C1C=C2C(CCCC2(O1)C)(C)C
193,CC(=O)OC1=C(C=C(C=C1)CC=C)OC
194,CCCCCC=CCC=CCC=CCC=CCCC(C)C(=O)NCCF
195,C=CCOC(CN1C=CN=C1)C2=C(C=C(C=C2)Cl)Cl
196,COc1ccn(C)c(=O)c1C#N
197,CC1=CCCC2(C(O2)C3C(CC1)C(=C)C(=O)O3)C
198,C(CCN)CC(C(=O)NC(CC(=O)N)C(=O)O)N
199,CC12CCC3C(C1CC(C2=O)O)CCC4=C3C=CC(=C4)OCC5=CC=CC=C5
200,COC(=O)CCCCCCC(=O)OC
201,CC12CCC(=O)C=C1CC(C3C2CCC4(C3CCC45CCC(=O)O5)C)S
202,CCCCC(CCC(=O)O)NC(=O)CCCCCCC1=CC=CC=C1
203,CCCCCCCCCCCCCCCCCCCCCC(=O)N
204,CCC(C(=O)C1=CC(=CC=C1)C)N2CCCC2
205,CC(C(=O)NC(CCCCN)C(=O)O)NC(=O)C(CC(=O)O)N
206,CC(CC1=CC2=C(C=C1)OCC2)N
207,CC1(C2CCC(C2)(C1=O)C)C
208,CC(=O)NC1=CC(=C(C=C1)O)O
209,CCCCCCCCC=CCCCCCCCC(=O)OCC(COP(=O)([O-])OCC[NH3+])O
210,O=C(NCCc1ccccc1)Cc2ccccc2
211,CCCCCCCCCCCCCC(NC(C(O)=O)CC1=CC=C(O)C=C1)=O
212,C1=CC=C(C=C1)CC(C(=O)NC(CCC(=O)O)C(=O)O)N
213,CC1C(C(C(O1)OC2C(C(C(C(C2O)O)N=C(N)N)O)N=C(N)N)OC3C(C(C(C(O3)CO)O)O)NC)(C=O)O
214,C1=CC(=C(C=C1Cl)Cl)C(=O)O
215,CC12CCC(CC1CCC3C2C(=O)CC4(C3CCC4(C(=O)CO)O)C)O
216,CCOc1ccc(-c2cc(=O)c3cc(C)cc(C)c3o2)cc1OC
217,CC12CCC(=O)CC1CCC3C2C(=O)CC4(C3CCC4C(=O)CO)C
218,CC(C)=CCCC(C)(O)C1CC=C(C)CC1
219,COc1cc(O)c2c(=O)cc(-c3ccc(O)cc3)oc2c1
220,CC(CC1=CC(=C(C=C1)OC)OC)NC
221,C1=CC=C(C=C1)CC(C(=O)O)O
222,CCCCCCC(=CC1=CC=CC=C1)C=O
223,CC1=CC(=C(C=C1)NCCCC2=CC=CC=C2)N
224,C1C[C@H](N(C1)C(=O)[C@H](CC2=CC=CC=C2)N)C(=O)O
225,CCC=CCC(C=CC1C(CC(=O)C1CC=CCCCC(=O)O)O)O
226,CC=CC=CCCCCCCCO
227,C1C2C(C(C(C(O1)(O2)CO)O)O)O
228,O=C(O)c1ccnc2ccccc12
229,CCOC(=O)CC1=CNC2=CC=CC=C21
230,CCCCOC(=O)CC(CC(=O)OCCCC)(OC(C)=O)C(=O)OCCCC
231,CN1C2CCC1C(C(C2)OC(=O)C3=CC=C(C=C3)O)C(=O)O
232,CCN(CC)C(=O)C1=CC(C)=CC=C1
233,CC(=O)C1(CCC2C1(CC(C3C2CCC4=CC(=O)CCC34C)O)C)O
234,CCCCCC(O)CC(=O)CCC1=CC(OC)=C(O)C=C1
235,C1=CC=C(C(=C1)C=NNC(=O)CCCCCC(=O)O)C(=O)O
236,CC1(C(C1(C)C)C(=O)C2=CN(C3=CC=CC=C32)CCCC=C)C
237,COC(=O)NC1=NC2=CC=CC=C2N1
238,CCCCOC1=CC=C(N)C=C1
239,CC(C(=O)O)NC(=O)C(CC(=O)O)N
240,CCCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)O
241,CC(C)OC(=O)CCCC=CCC1C(CC(C1C=CC(COC2=CC=CC(=C2)C(F)(F)F)O)O)O
242,CC12CCC3C(C1CCC2O)CCC4=CC(=O)CCC34
243,CCCCCCCCCCC[C@@H]1N[C@@H](C)CCC1
244,CCCCCCC(CC#C)C(=O)O
245,C(CCN)CC(C(=O)NCC(=O)O)N
246,CC/1=C/CC2C(C)(CO)CCCC2(CO)C1CO
247,O=c1c2ccccc2[nH]c2ccccc12
248,CCCCC(C)(CC=CC1C(CC(=O)C1CCCCCCC(=O)O)O)O
249,O=C(O)CCCC[C@@H]1SC[C@@H]2N=C(O)N[C@H]12
250,COC(=O)\C=C(/C)CC[C@H]1C(=C)CCC2[C@]1(C)CCC[C@]2(C)C(O)=O
251,CC1=C(C(=CC=C1)C)N(C(C)C(=O)OC)C(=O)COC
252,CCCCCCCCCCCCCCC(NCCCCC)=O
253,CCN(CC)CCOC(=O)C(C1CCCCC1)C2=CC=CC=C2
254,CC1=CC2=C(C=C1C(=C)C3=CC=C(C=C3)C(=O)O)C(CCC2(C)C)(C)C
255,O=C(N[C@@H](CC1=CC=CC=C1)C(OC[C@H](CC2=CC=CC=C2)NC(C3=CC=CC=C3)=O)=O)C4=CC=CC=C4
256,CC1=CC(=O)C2=C(C)CC(O)C3C(C)C(=O)OC3C12
257,CCCCCCCCCCCCCC[N+](C)(C)CC1=CC=CC=C1
258,CCCC(C(=O)C1=CC=CC=C1)NC
259,CCCCCC=CCC=CCC=CCC=CCCCC(=O)NC(C)CO
260,CC\C=C/CC1C(CCC1OC2OC(CO)C(O)C(O)C2O)CC(O)=O
261,CC(=O)OCC(=O)C1(CCC2C1(CC(C3C2CCC4=CC(=O)CCC34C)O)C)O
262,CC(=C)C(=O)C(=CC(=O)O)OC
263,CC(CN1CCCCC1)CC1=CC=C(C=C1)C(C)(C)C
264,CN(C)CCC=C1C2=CC=CC=C2CSC3=CC=CC=C31
265,CCC=CCC(C=CC=CC=CC(CC=CCC=CCCC(=O)O)O)O
266,CC(C(=O)CCCCCC(=O)O)N
267,CC1=CC(=NN1C2=NC3=CC=CC=C3N2)C
268,CC(C)(C)C1=NN=C(N(C1=O)N)SC
269,C1CCC(C(C1)N)NC(=O)P(=O)(O)O
270,O=c1cc(-c2ccc(O)cc2)oc2ccc3ccccc3c12
271,CC(CCCCCC1OC(=O)C=C1)C(C)=O
272,C1=CC=C(C=C1)NC(=O)NC2=CC=CC=C2
273,C(CCC(=O)O)CC(C(=O)O)N
274,CC(C)CC(C(=O)NC(CC(C)C)C(=O)N)N
275,CC(C)(C1=CC=C(C=C1)OCC2CO2)C3=CC=C(C=C3)OCC4CO4
276,N[C@@H](CCC(=O)N[C@H]1CSSC[C@H](NC(=O)CC[C@H](NC1=O)C(O)=O)C(=O)NCC(O)=O)C(O)=O
277,C1=CC=C2C(=C1)C(=CN2CCCCCF)C(=O)C3=CN=CC=C3
278,CC1C(O1)C2=CC(OC2=O)C(C)O
279,CC(=O)C1CC(C1(C)C)CC(=O)O
280,CC12CCC(C(C1CCC(=C)C2CC=C3C=COC3=O)(C)CO)O
281,C1=CC=C(C=C1)CC(C(=O)NCC(=O)O)N
282,CC(=O)NC1=CC=C(C=C1)S(=O)(=O)NC2=CC=CC=N2
283,CC1(CC2C1CCC3(C(O3)CCC2=C)C)C
284,CCCCC\C=C/C\C=C/CC(O)C(O)C\C=C/CCCC(O)=O
285,N#CC(C1=CC=CC=C1)C1=CC=CC=C1
286,CC(=O)OCC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3[C@@H](O)C[C@]12C
287,CCCC1C(C(=C)C(=O)O1)C(=O)O
288,CC1=C2CC(CCC2(CCC1=O)C)C(=C)C
289,CCCC(CCC(=O)O)C(=O)O
290,CC12CC(C3C(C1CCC2(C(CO)O)O)CCC4=CC(=O)C=CC34C)O
291,CC(C)CC(C1(CCC1)C2=CC=C(C=C2)Cl)N(C)C
292,CCCCCC(C=CC1C(CC(C1CC=CCCCC(=O)O)O)O)O
293,C(COCCOCCOCCOCCOCCOCCOCCOCCO)O
294,CC1=C(C=C(C=C1)C(C)CCC=C(C)C)O
295,CCCCCC=CCC=CCC=CCCCCC(=O)OC
296,COC(=O)CCCCCCCCC(=O)O
297,CCC1(CCC(=O)NC1=O)C2=CC=CC=C2
298,CCOc1ccc2oc(=O)cc(CN3CCNCC3)c2c1
299,N=C(NC1=CC=CC=C1)NC1=CC=CC=C1
300,CCCCCC(C=CC1CCC(=O)C1CC=CCCCC(=O)O)O
301,CC12CCC(=O)C=C1CCC3C2C(=O)CC4(C3CCC4=O)C
302,C1CCC(=NNC(=O)CCCCCC(=O)O)C1
303,CC(C)CC(C(=O)NC(CC(C)C)C(=O)OC)N
304,C1=CC=C2C(=C1)C(=CC=N2)C(=O)O
305,CC(C(C(=O)NC(CO)C(=O)NC(CCCCN)C(=O)O)N)O
306,CCCC[N+](CCCC)(CCCC)CCCC
307,OC(=O)CCCCCCC(O)=O
308,CN(C)CCC=C1C2=CC=CC=C2COC3=CC=CC=C31
309,CC1=C(C=C2CCC(OC2=C1C)(C)CCCC(C)CCCC(C)CCCC(C)C)O
310,CCCCCCC(C(=O)C1=CC=C(C=C1)OC)N2CCCC2
311,CCCCCC(=O)CCC1C(CC(C1CCC(=O)O)O)O
312,C[C@]12CC[C@H]3[C@@H](CC[C@@H]4C[C@@H](O)CC[C@]34C)[C@@]1(O)CC[C@@H]2C1=COC(=O)C=C1
313,Cc1cc2c(c(O)c1-c1c(C)cc3c(c1O)C(=CNN1C(C)CCC1Cc1ccco1)C(=O)C(O)=C3C(C)C)C(=CNN1CCCC1Cc1ccco1)C(=O)C(O)=C2C(C)C
314,CC1CC(OC12CCC3(C2CC=C(C4C(C3)C(CC4=O)(C)O)C=O)C)C=C(C)C
315,CC(C(=O)[O-])NC(=O)C(CC1=CC=CC=C1)[NH3+]
316,CC1(C)CC[C@@]2(CC[C@]3(C)\C(=C/CC4[C@@]5(C)CCC(O[C@@H]6OC[C@H](O)[C@H](O)[C@H]6O[C@@H]7O[C@H](CO)[C@@H](O)[C@H](O)[C@H]7O)[C@@](C)(CO)C5CC[C@@]34C)[C@@H]2C1)C(O)=O
317,C[C@H](CCC(=O)NCCS(=O)(=O)O)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2[C@H](C[C@H]4[C@@]3(CC[C@H](C4)O)C)O)C
318,CC1(C2(O)CCCCC2)NCCc2ccccc21
319,NCCc1c[nH]c2ccccc12
320,CC\C=C/C[C@@H]1[C@@H](CCCCCCCC(O)=O)\C=C/C1=O
321,CCCC(C)(C)C1=CC2=C(C=C1)C3CC(=CCC3C(O2)(C)C)C
322,CC1(C)C2C\C=C(COC3OC(COC4OCC(O)(CO)C4O)C(O)C(O)C3O)/C1C2
323,C[C@@]12CC[C@H](C([C@H]3[C@@H]1[C@@H](C[C@@]2(C3O)C)O)(C)C)O
324,CCC=CCC1C(CCC1=O)CC(=O)O
325,O=C(NCCCCC)CCCCCCCC=CCCCC
326,CCNC1=NC(=NC(=N1)N(CC)CC)NCC
327,CN(C)C1=NC(=NC(=N1)N(C)C)N(C)C
328,CCOC1=CC=C(C=C1)C(C)(C)COCC2=CC(=CC=C2)OC3=CC=CC=C3
329,CCCCCCCCCCCCCCCCCC(=O)N
330,CCCCCC=CCC=CCC=CCC=CCCCC(=O)NCC(CC(=O)O)O
331,C[N+](C)(C)CCCCCNCC12CC3CC(C1)CC(C3)C2
332,C[C@@]12CCC(=O)C=C2C=C[C@@H]3[C@@H]1CC[C@@]4(C)[C@H]3CC[C@]54CCC(=O)O5
333,CCCCCCC1=CC=C(N)C=C1
334,CCCCCCCCCCCCCCCCC(=O)NCCO
335,CC1=C2C(C(C3(C(CC4C(C3C(C(C2(C)C)(CC1OC(=O)C)O)OC(=O)C5=CC=CC=C5)(CO4)OC(=O)C)O)C)O)OC(=O)C
336,CCC=CCC(C=CC1C2CC(C1CC=CCCCC(=O)O)CO2)O
337,CC1CC2C(C(C3(C1C(CC3O)OC(=O)C)C)O)C(=C)C(=O)O2
338,CC1=CC(=O)CC(C1(C=CC(=CC(=O)O)C)O)(C)C
339,CC(CC1=CC=CC=C1)(C(=O)O)N
340,Nc(c(ccc1)C(C)C)c1C(C)C
341,CC1CCC(CC1)CC(=O)O
342,CCCCCCCC(=O)CC(=O)NC1CCOC1=O
343,CC(=NOCC1=CC=CC=C1C(=NOC)C(=O)OC)C2=CC(=CC=C2)C(F)(F)F
344,NCC1(CC(O)=O)CCCCC1
345,C(CC(C(=O)NC(CO)C(=O)O)N)CN=C(N)N
346,CC1CCC2C(C(=O)OC3C24C1CCC(O3)(OO4)C)C
347,CCCCCN1C=C(C2=CC=CC=C21)C(=O)C3C(C3(C)C)(C)C
